",",IMAGE,,BOX NO,SKU,,NOT SHOW,,link,COLOR,ok,AZMEER STATUS CHECK,Cetagory,live status, ,SELL PRICE,HUZIAF AUDIT,PRICE,TOTAL INSTOCK,1016,IN STOCK,COST,SHIPPING CHINA,TOTAL INR,FREIGHT,T.COST,SELL PRICE,TOTAL COST,2026798.78
,,,1757,"new product 2024
DG-black-42
SKU: UN-12",,,,,,42,,replica,,,,,,DELIVER WE FAST,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),500,8,6604,1660,8264,11570,,
,,,1758,"black 42
SKU: UN-14",,,,,,42,,replica,,,,,,DELIVER WE FAST,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),520,8,6864,1660,8524,11934,,
,,,1759,"white -UK 7
SKU: UN-15",,,,,,UK 7,,replica,,,,,,DISPATCH,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),340,8,4524,1660,6184,8658,,
,,,1760,"Hermes slipper 39 size
SKU: SJ001",,,,,,40,,replica,,,5382,,,HOLD,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),160,8,2184,1660,3844,5382,,
,,,1761,Lora shoes,,,,,,39 blue,,replica,,,7202,,,tanvi maam hold,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),260,8,3484,1660,5144,7202,,
,,,1762,"MEHROON-38
SKU: GGU-2",,,,,,38 mehroon,,replica,,,7566,,,tanvi maam hold,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),280,8,3744,1660,5404,7566,,
,,,1763,LV BAG,,,,,,BLACK BAG,,replica,,,,,,DISPATCH DTDC,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),800,8,10504,1660,12164,17030,,
,,,1764,TODS BAG,,,,,,BAG,,replica,,,,,,DISPATCH DTDC,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),369,8,4901,1660,6561,9185,,
,,,1765,LV BELT,,,,,,BELT,not show,replica,,,6110,,,,In Stock,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),200,8,2704,1660,4364,6110,,
,,,1766,GG BELT BLACK,,,,,,BELT,,replica,,,6110,,,,In Stock,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),200,8,2704,1660,4364,6110,,
,,,1767,GUCCI BLACK SHOE,,,,,,Shoe,,replica,,,6110,,,,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),200,8,2704,1660,4364,6110,,
,,,1768,GUCCI WHITE SNEAKER,,,,,,SHOE,,replica,,,7347,,,,Sold Out,received  INDIA REPLICA MAR-2024   (20 PCS INDIA +2 PCS PAK),268,8,3588,1660,5248,7347,,
3756654-27994,,,1769,GX01200-Beige style-44,,DN,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1564566937,beige no hollow,44,show sold,loafers,,,,,,DONE,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,50.82,8,764.66,689.58,1454.24,2036,,
3756654-27983,,,1770,GX01200-Beige No Hollow-8,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1564566937,beige no hollow,41,,loafers,,,,,,no ans/whats app,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,51.5,8,773.5,689.58,1463.08,,,
3756654-27955,,,1771,GX01200-Beige style-43,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1564566937,beige no hollow,43,,loafers,,,,,,DONE,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,45.82,8,699.66,689.58,1389.24,,,
3756654-27959,,,1772,GX01200-Blue Hollow Style-9.5,,DN,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,43,,loafers,,,,,,CANCEL,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,51,8,767,689.58,1456.58,2039,,
3756654-27956,,,1773,GX01200-Blue No Hollow-7,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,40,,loafers,,,,,,DONE,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,51,8,767,689.58,1456.58,,,
3756654-27991,,,1774,GX01200-Beige No Hollow-8,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1564566937,beige no hollow,41,,loafers,,,,,,DONE,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,51.5,8,773.5,689.58,1463.08,,,
3756654-27960,,ok,1775,SG949,,NOT SHOW ,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/11649728965_1331854443_342d8259-3e9a-429d-9f43-58d2f76c10b1.jpg?v=1691750899,white,43,ok,formal,,,,,,CANCEL,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,73,8,1053,689.58,1742.58,,,
3756654-27996,,,1776,SK0726US-RED-42,Done ,ok,,https://cdn.shopify.com/s/files/1/1190/3220/products/4862673124_1818887253_87aaa3dd-c255-4861-ad22-c8fa69000300.jpg?v=1706787112,red,42,,semi formal,,,,,,DONE,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,70,8,1014,689.58,1703.58,,,
3756654-27993,,ok,1777,GX01200-Beige Hollow Style-9.5,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,beige hollow,43,,loafers,,,,,,Done,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,55,8,819,689.58,1508.58,,,
3756654-27982,,ok,1778,WG1174US-SILVER-47,,DN,OK,https://cdn.shopify.com/s/files/1/1190/3220/products/8a2428b657ed55328f01c08d14bf65c7_aa6b4bf1-542d-467d-b662-faea0571333e.jpg?v=1691751129,silver,47,ok add 40-44,loafers,,,,,,no ans/whats app,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,68,8,988,689.58,1677.58,2349,,
3756654-27965,,ok,1779,APR-0010-Brown-42,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/files/0_O1CN01WicNi41NLJusmF2hG__6000000001553-0-tbvideo.jpg?v=1706517585,brown,42,ok add 44,loafers,,,,,,CANCEL,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,39,8,611,689.58,1300.58,1821,,
3756654-27951,,ok,1780,ZX446-black yellow-45,,NOT SHOW,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/10799774956_1675686283_faf29012-80d6-413c-be53-65fb28a8e1c6.jpg?v=1691750750,black yellow,45,not show,semi formal,,,,,,dispach after 6/june,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,88,8,1248,689.58,1937.58,,,
3756654-27935,,,1781,GX01200-Beige Hollow Style-12,,,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,beige hollow,46,,loafers,,,,,,no ans/whats app,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,52,8,780,689.58,1469.58,,,
3756654-27953,,,1782,D-00H04,,,,https://cdn.shopify.com/s/files/1/1190/3220/files/0_O1CN01pobYkY1ZgBOefQ01s__1009613223-0-cib.jpg?v=1704441926,red,42,,designer,,,,,,DONE,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,262,8,3510,689.58,4199.58,,,
3756654-27952,,,1783,GT-O01-MEHROON-42,,,,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2024-01-05at13.17.00_1.jpg?v=1704464739,mehroon,42,,designer,,,,,,DONE,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,273,8,3653,689.58,4342.58,,,
3756654-27943/28179,,ok,1784,GX01200-Beige  Hollow Style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,beige hollow style,41,ok,loafers,,,,,,CANCEL/SHIFT,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,52,8,780,689.58,1469.58,2057,,
3756654-27942,,,1785,TTY-001,,,,https://cdn.shopify.com/s/files/1/1190/3220/files/1_O1CN01lrhgsu2LllfbAG0f0__2209192639733-0-cib.webp?v=1711542774,red,43,,semi formal,,,,,,DONE,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,74,8,1066,689.58,1755.58,,,
3756654-27949,,,1786,sg7303-brown-39,,DN,ok,NV,brown,39,not show,formal,,,,,,DONE,In Stock,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,81.72,8,1166.36,689.58,1855.94,2598,,
3756654-27921,,,1787,4495444-black-43,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/3796798144_1670110305.jpg?v=1561034118,black,43,,designer,,,,,,DONE,Sold Out,1st to 30 MARCH NON BRAND 19 PCS RECEIVED 20-MAY-2024,242,8,3250,689.58,3939.58,,,
27929,,,1788,"JACKET XL 42
SKU: UN-04 DIOR",,NOT SHOW,,,black,XL,not show,replica,,,,,,,In Stock,"INDIA REPLICA  MAR 2024
 RECEIVED 6 PCS  20 MAY 2024",580,8,7644,750,8394,,,
27910,,,1789,"GUCCI LOAFER -black-43
SKU: UN-011",,,,,black,black 43,,replica,,,,,,DISPATCH,Sold Out,"INDIA REPLICA  MAR 2024
 RECEIVED 6 PCS  20 MAY 2024",230,8,3094,,3094,,,
27948,,,1791,Lv slipper new,,,,,brown,42,,replica,,,,,,DISPATCH,Sold Out,"INDIA REPLICA  MAR 2024
 RECEIVED 6 PCS  20 MAY 2024",170,8,2314,,2314,,,
27886,,,1792,"Black-43
SKU: GTT-001",,,,,black,43,,replica,,,,,,DISPATCH,Sold Out,"INDIA REPLICA  MAR 2024
 RECEIVED 6 PCS  20 MAY 2024",240,8,3224,,3224,,,
27880,,,1793,"Slipper -42 size
SKU: SJ002",,,,,black,42,,replica,,,,,,DISPATCH,Sold Out,"INDIA REPLICA  MAR 2024
 RECEIVED 6 PCS  20 MAY 2024",180,8,2444,,2444,,,
3756654-28123,,,1794,SG3009,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/0e90152c4723f01859ac526364abd5a5.jpg?v=1661607432,white,38,add 46,semi formal,,,,,,,Sold Out,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,69,8,1001,,1001,,,
3756654-28066,,ok,1795,SG3012-white-41,Done ,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/0e90152c4723f01859ac526364abd5a5.jpg?v=1661607432,white,41,ok,semi formal,,,,,,,In Stock,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,65.5,8,955.5,635,1590.5,2227,,
3756654-28042,,ok,1796,SG3013-white-42,Done ,NOT SHOW ,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/0e90152c4723f01859ac526364abd5a5.jpg?v=1661607432,white,42,ok,semi formal,,,,,,,In Stock,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,65.5,8,955.5,635,1590.5,,,
3756654-27980,,,1797,GX1-Beige-11.5,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Men-s-Casual-Shoes-British-Style-Moccasins-Genuine-Leather-Flats-Zapatos-Hombre-Loafers-Footwear-Men-Winter_7e4c756d-03e0-4b8a-acba-f7b944a4629d.jpg?v=1564483953,beige,46,,loafer,,,,,,,Sold Out,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,81,8,1157,,1157,,,
3756654-28071,,,1798,GX1-Beige-12,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Men-s-Casual-Shoes-British-Style-Moccasins-Genuine-Leather-Flats-Zapatos-Hombre-Loafers-Footwear-Men-Winter_7e4c756d-03e0-4b8a-acba-f7b944a4629d.jpg?v=1564483953,beige,47,,loafer,,,,,,,Sold Out,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,81,8,1157,,1157,,,
3756654-28004,,,1799,SG4085,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/13537218694_1331854443_ecfb5bf4-ca10-4fb6-ad31-3f4a84d1bc16.jpg?v=1691751210,white,41,,semi slipper,,,,,,,Sold Out,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,68,8,988,,988,,,
3756654-28050,,,1800,4495444-black-42,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/3796798144_1670110305.jpg?v=1561034118,black,42,,designer,,,,,,,Sold Out,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,265.5,8,3555.5,,3555.5,4978,,
3756654-28133,,,1801,sh404,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2Ww95luOSBuNjy0FdXXbDnVXa__1653395924.jpg_500x500_ec06a0d8-100a-49b6-afe8-2a11fb1a9e82.jpg?v=1561362610,green red,43,,Slipper,,,,,,,Sold Out,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,6.15,8,183.95,,183.95,,,
3756654-28079,,,1802,sh404,,,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2Ww95luOSBuNjy0FdXXbDnVXa__1653395924.jpg_500x500_ec06a0d8-100a-49b6-afe8-2a11fb1a9e82.jpg?v=1561362610,green red,41,,Slipper,,,,,,,Sold Out,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,6.15,8,183.95,,183.95,,,
3756654-28062,,,1803,sh404,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2Ww95luOSBuNjy0FdXXbDnVXa__1653395924.jpg_500x500_ec06a0d8-100a-49b6-afe8-2a11fb1a9e82.jpg?v=1561362610,green red,45,,Slipper,,,,,,,Sold Out,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,6.15,8,183.95,,183.95,,,
3756654-28048,,,1804,sh404-green red-36,,DN,ok,NV,green red,36,NV,Slipper,,,,,,,Damage SOLD OUT,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,6.15,8,183.95,635,818.95,1147,,
3756654-27987,,,1805,sh404-blue red-39,,DN,ok,NV,blue red,39,ok,Slipper,,,,,,,Damage SOLD OUT,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,6.15,8,183.95,635,818.95,1147,,
3756654-27973,,,1806,sh404-green red-42,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2Ww95luOSBuNjy0FdXXbDnVXa__1653395924.jpg_500x500_ec06a0d8-100a-49b6-afe8-2a11fb1a9e82.jpg?v=1561362610,green red,42,ok,Slipper,,,,,,,In Stock,25 MAY RECEIVED SHIPMENT INDIA NON BRAD 13 PCS,6.15,8,183.95,635,818.95,1147,,
3756654-28047,,ok,1807,WG1174US-SILVER-40,,DN,OK,https://cdn.shopify.com/s/files/1/1190/3220/files/3dbd6cfc0eae3d83f8b473e903896904.jpg?v=1709137915,silver,40,ok add-47,Variants:Silver / 40,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,74,8,1066,665.5,1731.5,2424,,
3756654-28136,,,1808,VTV-001,,,,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2024-04-18at21.59.58.jpg?v=1713947254,black,42,,Variants:black -42,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,74,8,1066,,1066,,,
3756654-28120,,,1809,4495861-BLACK-45,,,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,black,45,,Variants:BLACK / 45,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,265,8,3549,,3549,,,
3756654-28132,,,1810,3414328,Done ,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/3369551104_719615653.jpg?v=1675265336,black,42,,Variants:black / 42,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,74.25,8,1069.25,665.5,1734.75,2429,,
3756654-28000,,,1811,3414328,Done ,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/3369548612_719615653.jpg?v=1560939980,brown,42,ok,Variants:Brown / 42,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,73.5,8,1059.5,665.5,1725,2415,,
3756654-28113,,ok,1812,GX01200-Blue Style-40,,DN,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,40,ok,Variants:Blue No Hollow / 40,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,665.5,1422.49,1991,,
3756654-28103,,ok,1813,GX01200-Blue Hollow Style-42,,DN,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,42,ok,Variants:Blue Hollow Style / 42,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,,756.99,1060,,
3756654-28102,,ok,1814,GX01200-Blue Style-40,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,40,ok,Variants:Blue No Hollow / 40,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,665.5,1422.49,1991,,
3756654-28089,,ok,1815,GX01200-Blue Hollow Style-42,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,42,ok,Variants:Blue Hollow Style / 42,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,665.5,1422.49,1991,,
3756654-28069,,,1816,GX01200-Blue Hollow Style-8.5,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,42,,Variants:Blue Hollow Style / 42,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,,756.99,,,
3756654-28065,,ok,1817,GX01200-Blue Style-43,,DN ,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,43,ok,Variants:Blue No Hollow / 43,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.3,8,757.9,665.5,1423.4,1993,,
3756654-28058,,,1818,GX01200-Blue No Hollow-9.5,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,43,,Variants:Blue No Hollow / 43,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,50.3,8,757.9,,757.9,,,
3756654-28054,,,1819,GX01200-Blue No Hollow-12,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,40,,Variants:Blue No Hollow / 46,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,50.3,8,757.9,,757.9,,,
3756654-28041,,,1820,GX01200-Beige No Hollow-9.5,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1564566937,beige no hollow,43,,Variants:Beige No Hollow / 43,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,,756.99,,,
3756654-28036,,ok,1821,GX01200-Blue Style-43,,GX01200-Blue No Hollow-9.5,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,43,ok,Variants:Blue No Hollow / 43,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.3,8,757.9,665.5,1423.4,1993,,
3756654-28109,,,1822,GX01200-Blue Hollow Style-8,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,41,,Variants:Blue Hollow Style / 41,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,,756.99,,,
3756654-28096,,,1823,GX01200-Blue Hollow Style-43,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,43,ok,Variants:Blue Hollow Style / 43,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.38,8,758.94,665.5,1424.44,1994,,
3756654-28092,,,1824,GX01200-Blue No Hollow-8,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,41,,Variants:Blue No Hollow / 41,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,,756.99,,,
3756654-28091,,,1825,GX01200-Blue No Hollow-8.5,,DN,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,42,,Variants:Blue No Hollow / 42,,,,,,,Sold Out,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,,756.99,1060,,
3756654-28081,,ok,1826,GX01200-Beige style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1564566937,beige no hollow,41,ok,Variants:Beige No Hollow / 41,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.38,8,758.94,665.5,1424.44,1994,,
3756654-28068,,ok,1827,GX01200-Beige  Hollow Style-47,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,beige hollow style,47,ok,Variants:Beige Hollow Style / 47,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.38,8,758.94,665.5,1424.44,1994,,
3756654-28063,,ok,1828,GX01200-Blue Style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,41,ok,Variants:Blue No Hollow / 41,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,665.5,1422.49,1991,,
3756654-28055,,ok,1829,GX01200-Blue Style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,41,ok,Variants:Blue No Hollow / 41,,,,,,,In Stock,30 MAY RECEIVED 23 non brand pair,50.23,8,756.99,665.5,1422.49,1991,,
28210,,,1830,TB BELT,,,,,,,,REPLICA,,,,,,,Sold Out,30 MAY RECEIVED 3 REPLICA  ITEMS,,,,,,,,
28210,,,1831,"new product
130 cm belt",,,,,,,,REPLICA,,,,,,,Sold Out,30 MAY RECEIVED 3 REPLICA  ITEMS,,,,,,,,
28263,,,1832,YSL BAG BLACK,,,,,,,,REPLICA,,,,,,,Sold Out,30 MAY RECEIVED 3 REPLICA  ITEMS,,,,,,,,
28192,,,1833,"dior 40
SKU: JTD-04",,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,250,,,,,,,
28192,,,1834,"LV FLAT BLACK BROWN-40
SKU: JTD-07",,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,180,,,,,,,
28210,,,1835,"new product
CL-BLACK -SNEAKER-
SKU: JJK-001",,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,,,,,,,,
28210,,,1836,"PARADA LOAFER-UK 10
SKU: JJK-002",,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,,,,,,,,
